ID,Método,Nome do Método (from Método),Passos,Nome do Passo,Descrição,Resultado
427,M029,Matriz de Priorização Participativa Multicritério (MPPM),Passo 10,Consolidar a priorização e testar a coerência do resultado,"**O que é este passo**

Depois de pontuar as alternativas e definir o peso dos critérios, a matriz produz **uma ordem inicial de prioridades**. Esse resultado indica quais alternativas apresentam melhor desempenho quando considerados simultaneamente todos os critérios definidos pelo grupo.

No entanto, a matriz não deve ser tratada como um cálculo automático que encerra a discussão. O resultado precisa ser **interpretado coletivamente**. Esse momento permite verificar se a priorização produzida pela matriz faz sentido à luz da experiência e do conhecimento das pessoas participantes.

Esse teste de coerência é importante porque decisões públicas envolvem múltiplas dimensões da realidade social. A matriz ajuda a organizar a comparação, mas o grupo ainda precisa refletir sobre o significado do resultado produzido.

**O que fazer na prática**

A equipe apresenta ao grupo a ordem de prioridades gerada pela matriz. Esse resultado pode ser exibido visualmente para facilitar a compreensão coletiva.

Em seguida, o grupo é convidado a discutir se a priorização obtida corresponde à percepção coletiva construída durante a atividade. Esse momento não tem como objetivo refazer toda a matriz, mas verificar se **a ordem final é compreensível e coerente**.

Se participantes identificarem inconsistências claras, a equipe pode revisar pontuações ou pesos que tenham sido interpretados de maneira equivocada durante o processo.

Esse breve momento de validação ajuda a reforçar que a matriz é **um instrumento de apoio à reflexão coletiva**, e não um mecanismo automático de decisão.

**Exemplo adequado**

Após preencher a matriz em uma discussão sobre prioridades de saneamento, o resultado indica que a ampliação da rede de esgoto em bairros periféricos aparece como alternativa mais prioritária.

Participantes reconhecem que esse resultado reflete adequadamente a importância atribuída ao impacto na saúde e ao número de pessoas afetadas.

**Exemplo inadequado**

A equipe apresenta o resultado final da matriz e encerra a atividade imediatamente, sem discutir com o grupo se a priorização produzida faz sentido.

Nesse caso, participantes podem não compreender plenamente o resultado ou podem perceber inconsistências que poderiam ter sido esclarecidas.

**Nota de atenção**

A matriz ajuda a estruturar a comparação entre alternativas, mas **não substitui o julgamento coletivo**. O valor da ferramenta está justamente na combinação entre análise estruturada e reflexão compartilhada.","Ao final deste passo, o grupo possui **uma ordem de prioridades validada coletivamente**, construída a partir da comparação entre alternativas e dos critérios considerados relevantes para o problema público analisado."
428,M029,Matriz de Priorização Participativa Multicritério (MPPM),Passo 11,Interpretar o resultado e registrar as razões da escolha,"**O que é este passo**

Após a consolidação da matriz, a equipe precisa **interpretar o resultado produzido**. A matriz organiza a comparação entre alternativas, mas o sentido público da priorização precisa ser explicitado.

Esse passo consiste em explicar **por que determinadas alternativas apareceram como mais prioritárias**. Essa interpretação ajuda a transformar o resultado numérico da matriz em conhecimento compreensível para a instituição e para outras pessoas que não participaram da atividade.

Registrar as razões da priorização também fortalece a transparência. Quando o processo é documentado, torna-se possível compreender como critérios e pontuações influenciaram a ordem final das alternativas.

Esse registro é especialmente importante quando a priorização servirá como insumo para planejamento institucional ou para etapas posteriores de análise.

**O que fazer na prática**

A equipe revisita a matriz preenchida e identifica quais critérios tiveram maior influência na priorização final. Em muitos casos, algumas alternativas aparecem no topo porque respondem melhor a critérios considerados centrais pelo grupo.

Em seguida, esse raciocínio é registrado de forma simples em um breve documento de síntese. O registro pode explicar, por exemplo, que determinada alternativa foi priorizada porque combina alto impacto social com grande número de pessoas beneficiadas.

Sempre que possível, o documento também pode indicar como a priorização dialoga com o problema público definido na matriz de planejamento institucional. Essa conexão ajuda a integrar o resultado participativo ao processo mais amplo de análise e decisão.

**Exemplo adequado**

Após uma priorização sobre mobilidade urbana, a matriz indica que a melhoria da frequência dos ônibus aparece como principal prioridade.

No registro interpretativo, a equipe explica que essa alternativa recebeu pontuação elevada nos critérios de impacto na população e urgência do problema, dimensões consideradas centrais pelo grupo.

**Exemplo inadequado**

A equipe arquiva apenas a matriz preenchida, sem registrar nenhuma explicação sobre como o resultado foi produzido ou por que determinadas alternativas ficaram acima de outras.

Nesse caso, o processo de priorização torna-se difícil de compreender posteriormente.

**Nota de atenção**

A matriz organiza a comparação entre alternativas, mas **o valor institucional do processo depende da interpretação registrada sobre o resultado**. Sem esse registro, a priorização perde parte de sua utilidade para processos futuros.","Ao final deste passo, a equipe possui **uma explicação clara sobre o significado da priorização realizada**, registrando quais critérios influenciaram o resultado e como as alternativas foram posicionadas na ordem final de prioridades."
429,M029,Matriz de Priorização Participativa Multicritério (MPPM),Passo 12,Traduzir a priorização em encaminhamentos práticos,"**O que é este passo**

Após interpretar o resultado da matriz, é necessário transformar a priorização obtida em **orientação prática para ação institucional**. A Matriz de Priorização Participativa Multicritério organiza escolhas, mas seu valor público depende da capacidade de conectar essas escolhas com processos reais de planejamento e decisão.

Esse passo consiste em traduzir a ordem de prioridades produzida pela matriz em **encaminhamentos claros**. Isso pode significar orientar quais problemas devem receber atenção imediata, quais propostas merecem aprofundamento ou quais temas devem integrar o planejamento institucional.

Quando essa tradução ocorre, a participação deixa de ser apenas um exercício deliberativo e passa a produzir **inteligência útil para a gestão pública**.

**O que fazer na prática**

A equipe revisa a ordem de prioridades definida pelo grupo e identifica quais alternativas demandam encaminhamento imediato e quais podem orientar etapas posteriores de análise.

Em muitos casos, as alternativas que aparecem no topo da matriz podem orientar **frentes de investigação ou de planejamento**. Já as alternativas intermediárias podem indicar áreas que merecem acompanhamento ou análise complementar.

Sempre que possível, esses encaminhamentos devem ser registrados em diálogo com instrumentos institucionais de planejamento. Essa conexão ajuda a garantir que o resultado da priorização seja considerado em processos formais de decisão.

A equipe também pode indicar quais alternativas exigem aprofundamento técnico ou diálogo adicional com outros atores institucionais.

**Exemplo adequado**

Após a priorização de problemas relacionados ao abastecimento de água, a matriz indica que falhas na manutenção de redes de distribuição aparecem como principal prioridade.

A equipe registra que esse tema deve orientar as próximas etapas de análise e planejamento relacionadas ao problema público investigado.

**Exemplo inadequado**

A matriz é concluída e registrada, mas nenhuma reflexão é feita sobre como o resultado poderá orientar ações ou etapas posteriores do processo institucional.

Nesse caso, a priorização perde grande parte de seu potencial de utilidade prática.

**Nota de atenção**

Ferramentas de priorização produzem valor quando **se conectam a decisões reais**. Se o resultado da matriz não dialogar com processos institucionais de planejamento ou análise, o esforço participativo tende a perder significado.","Ao final deste passo, a priorização produzida pela matriz é **traduzida em encaminhamentos claros**, permitindo que o resultado da participação contribua para orientar decisões e ações relacionadas ao problema público analisado."
430,M029,Matriz de Priorização Participativa Multicritério (MPPM),Passo 13,Realizar devolutiva e registrar aprendizados metodológicos,"**O que é este passo**

Todo processo participativo precisa fechar o ciclo comunicacional. Após a construção da matriz e a tradução da priorização em encaminhamentos institucionais, a equipe deve retornar às pessoas participantes para apresentar **o resultado da priorização e o significado desse resultado**.

A devolutiva cumpre duas funções. A primeira é reconhecer a contribuição das pessoas que participaram da atividade. A segunda é tornar transparente como o processo coletivo influenciou a compreensão do problema público.

Esse momento também gera um segundo tipo de aprendizado: **aprendizado metodológico**. Além de produzir conhecimento sobre o problema discutido, a aplicação da matriz também ensina à instituição como conduzir processos de priorização participativa de forma mais eficaz.

Registrar esse aprendizado permite que futuras equipes não precisem começar do zero ao aplicar a ferramenta novamente.

**O que fazer na prática**

Após a consolidação da priorização, a equipe prepara uma devolutiva simples que explique três aspectos principais: quais alternativas foram comparadas, quais critérios orientaram a análise e qual ordem de prioridade foi construída coletivamente.

Essa devolutiva pode ocorrer em reunião de retorno, documento de síntese em linguagem simples ou outro formato acessível às pessoas participantes.

Em paralelo, a equipe registra internamente os principais aprendizados sobre a aplicação da matriz. Esse registro pode incluir aspectos como o perfil das pessoas participantes, o que facilitou ou dificultou a discussão dos critérios, quais etapas da matriz foram mais claras para o grupo e quais ajustes poderiam melhorar o processo em futuras aplicações.

Esse material pode ser incorporado ao repositório institucional de métodos ou ao próprio toolkit de escuta cidadã.

**Exemplo adequado**

Após uma priorização sobre melhoria de serviços de saúde, a equipe envia aos participantes um resumo simples da matriz construída e explica quais critérios tiveram maior influência na priorização.

Ao mesmo tempo, registra internamente que o uso de exemplos concretos ajudou participantes a compreender melhor o funcionamento da matriz.

**Exemplo inadequado**

A equipe encerra a atividade após a priorização e não realiza devolutiva às pessoas participantes nem registra reflexões sobre o processo.

Nesse caso, o conhecimento produzido pela experiência se perde e não contribui para o aprimoramento institucional.",A instituição fecha o ciclo da participação com transparência e passa a acumular **aprendizado metodológico sobre o uso da Matriz de Priorização Participativa Multicritério**. Esse registro contribui para melhorar futuras aplicações da ferramenta e fortalece a governança institucional da escuta cidadã.
431,M024,Codesign Etnográfico,Passo 1,Definir o problema público como experiência vivida a compreender,"**O que é este passo**

O Codesign Etnográfico começa com um deslocamento importante de perspectiva. Em vez de partir diretamente de categorias administrativas ou de formulações abstratas do problema público, a equipe busca compreender **como esse problema aparece na vida cotidiana das pessoas**.

Isso significa transformar o tema institucional em uma pergunta orientada à experiência vivida. O foco deixa de ser apenas “avaliar funcionamento de um programa” e passa a ser entender **como as pessoas encontram, utilizam ou enfrentam esse programa no cotidiano**.

Esse passo é importante porque muitos problemas públicos não se manifestam apenas em regras ou estruturas formais. Eles aparecem nas rotinas, nas relações sociais, nas estratégias que as pessoas desenvolvem para lidar com barreiras e nas adaptações que fazem para acessar serviços ou benefícios.

Quando o problema é formulado a partir dessa perspectiva, o processo de escuta ganha foco e direção. A equipe passa a buscar compreensão da realidade concreta, e não apenas confirmação de hipóteses previamente definidas.

### O que fazer na prática

A equipe começa revisitando o tema institucional e formulando uma pergunta que reflita **a experiência concreta das pessoas afetadas**. Essa pergunta deve ser clara, inteligível e orientada ao cotidiano.

Por exemplo, em vez de iniciar o trabalho com a formulação “avaliar a política de apoio à família em situação de vulnerabilidade”, a equipe pode reformular a questão como: “como famílias que enfrentam dificuldades conseguem – ou não conseguem – encontrar apoio quando precisam?”

Esse tipo de pergunta orienta a observação e a escuta durante a imersão. Ela ajuda a equipe a perceber situações reais, interações sociais, rotinas familiares e estratégias informais que dificilmente aparecem em documentos institucionais.

Sempre que possível, essa pergunta deve ser registrada também na **matriz de planejamento**, pois ela passa a orientar o processo de compreensão do problema ao longo da investigação.

### Exemplo adequado

Em um estudo sobre dificuldades de acesso a serviços de assistência social, a equipe reformula o problema institucional e passa a investigar como famílias descobrem que têm direito a determinados apoios e quais caminhos percorrem para buscar ajuda.

Durante a imersão, a equipe percebe que muitas famílias não acessam o serviço porque dependem de indicação de conhecidos ou de redes comunitárias. Esse tipo de descoberta só se torna visível quando a pergunta inicial é formulada a partir da experiência vivida.

### Exemplo inadequado

A equipe inicia o trabalho apenas com a pergunta “avaliar a execução do programa de assistência”, sem buscar compreender como o programa é experimentado pelas pessoas no cotidiano.

Nesse caso, a investigação tende a permanecer restrita à análise institucional, sem revelar como o problema se manifesta na vida real das pessoas.

### Nota de atenção

A qualidade do Codesign Etnográfico depende muito da forma como o problema é formulado neste primeiro momento. Perguntas excessivamente técnicas ou genéricas dificultam a observação do cotidiano e tendem a orientar a equipe para respostas já conhecidas.

Por isso, é importante que a pergunta inicial seja **aberta o suficiente para permitir descoberta**, mas clara o suficiente para orientar a imersão no campo.","Ao final deste passo, a equipe possui **uma pergunta clara orientada à experiência vivida**, que servirá como guia para a imersão etnográfica e para todo o processo de compreensão do problema público. Essa formulação também pode ser incorporada aos instrumentos institucionais de planejamento, garantindo coerência entre escuta, análise e decisão."
432,M024,Codesign Etnográfico,Passo 2,Identificar quem vive o problema e mapear redes de confiança,"**O que é este passo**

Após definir o problema público como experiência vivida, o próximo passo consiste em identificar **quem vive concretamente essa situação e por meio de quais relações sociais é possível acessar essa realidade**.

Em muitos processos institucionais, a escuta tende a ocorrer apenas com atores formais ou representantes organizados. No Codesign Etnográfico, a prioridade é diferente: compreender a experiência cotidiana exige aproximar-se das pessoas que convivem diretamente com o problema.

Isso inclui indivíduos, famílias, trabalhadores de ponta, grupos comunitários e organizações locais que fazem parte do contexto onde o problema acontece. Muitas vezes, são essas redes informais que revelam como políticas e serviços são realmente acessados ou contornados.

Mapear essas redes de confiança é essencial porque a imersão etnográfica depende de **aproximação legítima com o território e com as pessoas**. Sem essa mediação, o risco de escuta superficial ou de acesso restrito aumenta significativamente.

### O que fazer na prática

A equipe inicia identificando quem são as pessoas diretamente afetadas pelo problema público definido no passo anterior. Em seguida, procura compreender **quais relações sociais conectam essas pessoas entre si e com instituições locais**.

Esse mapeamento pode incluir escolas, unidades de saúde, associações comunitárias, organizações da sociedade civil, lideranças locais ou grupos religiosos. Em muitos contextos, esses espaços funcionam como pontos de encontro e de circulação de informação.

A equipe também deve identificar **intermediários confiáveis**, isto é, pessoas ou instituições que possam facilitar a aproximação inicial com participantes. Esses intermediários ajudam a apresentar o propósito do trabalho, reduzir desconfianças e abrir caminhos de diálogo.

Sempre que possível, esse mapeamento pode ser registrado como parte do planejamento da escuta, contribuindo para organizar o processo de aproximação com o campo.

### Exemplo adequado

Em uma investigação sobre dificuldades de acesso a programas de apoio à família, a equipe identifica que muitas famílias buscam orientação inicial em escolas públicas e em centros comunitários do bairro.

A aproximação com esses espaços permite conhecer famílias que enfrentam dificuldades no cotidiano e compreender como elas tentam encontrar apoio institucional.

### Exemplo inadequado

A equipe decide realizar a escuta apenas por meio de convite aberto em plataforma digital, sem identificar previamente quem vive o problema ou quais redes comunitárias estão envolvidas.

Nesse caso, a participação tende a se concentrar em grupos já próximos da instituição, deixando de fora pessoas que enfrentam o problema de forma mais direta.

### Nota de atenção

O objetivo deste passo não é construir uma lista exaustiva de participantes, mas compreender **como o problema circula socialmente** e quais relações de confiança podem permitir aproximação respeitosa com as pessoas.

Esse cuidado reduz riscos de participação artificial e aumenta a qualidade da escuta.","Ao final deste passo, a equipe possui **um mapa inicial de pessoas, grupos e redes de confiança ligados ao problema público**, permitindo planejar a imersão no campo com maior legitimidade e qualidade de acesso às experiências reais das pessoas."
433,M024,Codesign Etnográfico,Passo 3,"Explicitar o propósito, os limites e os cuidados da aproximação
","**O que é este passo**

O Codesign Etnográfico envolve aproximação direta com pessoas, famílias e comunidades. Por isso, antes de iniciar a imersão no campo, é fundamental explicar **por que a instituição está realizando essa escuta, qual é o objetivo da aproximação e quais são os limites do processo**.

Esse passo cria um acordo claro de participação. Ele evita que as pessoas interpretem a escuta como promessa automática de solução para problemas individuais ou comunitários. Ao mesmo tempo, ajuda a estabelecer uma relação de confiança baseada em transparência e respeito.

Quando o propósito e os limites são explicitados desde o início, a escuta deixa de ser percebida como investigação externa e passa a ser compreendida como **processo de aprendizagem institucional**.

### O que fazer na prática

A equipe deve apresentar o trabalho em linguagem simples, explicando três aspectos centrais: o que a instituição deseja compreender, como as conversas e observações serão utilizadas e quais são os limites do processo.

Também é importante esclarecer que o objetivo da aproximação é **compreender experiências e rotinas relacionadas ao problema público**, e não avaliar comportamentos individuais ou julgar decisões das pessoas.

Sempre que possível, a equipe deve informar se haverá algum momento de retorno das conclusões e como esse retorno poderá ocorrer. Essa informação ajuda a reduzir frustração e fortalece a percepção de respeito no processo de escuta.

Nos casos em que serão registradas narrativas ou observações de campo, a equipe deve garantir consentimento das pessoas participantes e explicar como as informações serão protegidas.

### Exemplo adequado

Ao iniciar um processo de imersão em território com famílias que enfrentam dificuldades econômicas, a equipe explica que o objetivo é compreender como essas famílias buscam apoio e quais barreiras encontram no acesso a serviços públicos.

Também esclarece que a participação não significa acesso imediato a benefícios ou programas, mas que os aprendizados poderão orientar melhorias futuras nas políticas públicas.

### Exemplo inadequado

A equipe inicia conversas com moradores sem explicar claramente o propósito da aproximação ou como as informações coletadas serão utilizadas.

Nesse caso, as pessoas podem interpretar a escuta como promessa de solução direta para seus problemas, o que gera frustração quando isso não ocorre.

### Nota de atenção

Em processos de escuta profunda, **a relação de confiança é um recurso metodológico central**. A clareza sobre propósito, limites e cuidados éticos protege tanto as pessoas participantes quanto a própria instituição.

Esse cuidado também reduz o risco de expectativas irreais sobre o resultado da escuta.","Ao final deste passo, as pessoas participantes compreendem **por que a escuta está acontecendo, quais são seus limites e como suas experiências poderão contribuir para melhorar a compreensão institucional do problema público**. Isso cria condições mais seguras e respeitosas para a imersão no campo."
434,M024,Codesign Etnográfico,Passo 4,Delimitar o campo e planejar a imersão,"**O que é este passo**

Após identificar quem vive o problema e estabelecer aproximação com redes de confiança, a equipe precisa definir **onde e como ocorrerá a imersão etnográfica**. Esse planejamento é importante porque a realidade social de um problema público pode variar entre territórios, grupos sociais e contextos institucionais.

Delimitar o campo significa escolher **situações, lugares e contextos cotidianos** onde o problema aparece de forma concreta. O objetivo não é observar tudo, mas selecionar ambientes que permitam compreender como as pessoas lidam com o problema na prática.

Esse passo ajuda a transformar a escuta em um processo estruturado de observação e aprendizagem, evitando que a equipe realize visitas pontuais sem conexão analítica.

### O que fazer na prática

A equipe define quais contextos serão acompanhados durante a imersão. Esses contextos podem incluir territórios específicos, serviços públicos utilizados pelas pessoas, espaços comunitários ou situações recorrentes relacionadas ao problema público.

Também é importante definir **quanto tempo a equipe pretende acompanhar essas situações** e quais tipos de interação serão realizados, como conversas abertas, observação de rotinas ou acompanhamento de trajetórias de busca por serviços.

Sempre que possível, a equipe deve organizar um pequeno plano de campo que indique onde ocorrerão as visitas, quem participará da equipe e quais aspectos do cotidiano devem receber maior atenção durante a observação.

Esse planejamento pode ser registrado como parte do planejamento da investigação, garantindo coerência entre a pergunta inicial definida no Passo 1 e as situações que serão observadas no campo.

### Exemplo adequado

Em um estudo sobre dificuldades de acesso a serviços de assistência social, a equipe decide acompanhar três contextos distintos: o cotidiano de algumas famílias, o funcionamento de um centro de atendimento local e a circulação de informações sobre apoio social em espaços comunitários.

Essa combinação permite compreender o problema a partir de diferentes pontos de vista.

### Exemplo inadequado

A equipe realiza visitas ocasionais a diferentes territórios sem definir previamente quais situações deseja observar ou quais perguntas pretende explorar durante a imersão.

Nesse caso, o processo tende a gerar observações fragmentadas e pouco comparáveis.

### Nota de atenção

O Codesign Etnográfico não depende de grande número de territórios ou participantes. O que importa é **acompanhar situações relevantes com atenção e continuidade**, permitindo perceber padrões e relações que não aparecem em interações pontuais.

Planejar a imersão ajuda a garantir essa continuidade.","Ao final deste passo, a equipe possui **um plano claro de imersão no campo**, com definição dos contextos a serem acompanhados, das situações prioritárias de observação e das estratégias de aproximação com as pessoas participantes. Isso orienta a fase seguinte de escuta e observação do cotidiano."
435,M024,Codesign Etnográfico,Passo 5,Preparar instrumentos de registro e leitura do campo,"**O que é este passo**

A imersão etnográfica produz grande volume de informações qualitativas: narrativas, situações observadas, interações sociais, rotinas familiares e barreiras práticas enfrentadas pelas pessoas. Para que esse material possa gerar aprendizado institucional, é necessário definir **como essas observações serão registradas e organizadas**.

Esse passo consiste em preparar formas simples e consistentes de registrar o que será observado no campo. O objetivo não é transformar a escuta em formulário rígido, mas garantir que diferentes integrantes da equipe consigam **observar situações semelhantes e registrar elementos comparáveis**.

Sem esse cuidado, a imersão pode gerar relatos dispersos que dificultam a identificação posterior de padrões, tensões e lacunas.

### O que fazer na prática

Antes de iniciar a imersão, a equipe define como fará seus registros de campo. Em geral, utiliza-se um **diário de campo estruturado**, no qual a equipe registra situações observadas, conversas relevantes, obstáculos enfrentados pelas pessoas e interpretações iniciais.

Também é útil organizar algumas perguntas orientadoras para a observação. Por exemplo: como as pessoas descobrem que um serviço existe, quais caminhos percorrem para acessá-lo, onde surgem dificuldades e quem costuma ajudar nesses momentos.

Esses registros devem diferenciar três dimensões: o que foi observado, o que foi dito pelas pessoas e quais interpretações preliminares a equipe faz sobre a situação. Essa distinção ajuda a evitar confusão entre observação e interpretação.

Sempre que possível, a equipe deve organizar esses registros de forma que possam ser posteriormente relacionados à **pergunta central definida na matriz de planejamento**, permitindo conectar a escuta do campo com o processo institucional de análise.

### Exemplo adequado

Durante a imersão em um território, a equipe registra no diário de campo que várias famílias mencionam dificuldades para entender a documentação necessária para acessar determinado benefício.

A equipe também registra em que momento da conversa essa dificuldade aparece e quais estratégias as famílias utilizam para tentar resolver o problema.

### Exemplo inadequado

A equipe realiza diversas visitas e conversas no território, mas cada integrante registra suas impressões de maneira informal e sem padrão comum.

Nesse caso, torna-se difícil identificar padrões ou comparar situações observadas por diferentes integrantes da equipe.

### Nota de atenção

O registro de campo não deve interromper ou burocratizar a escuta. O objetivo é preservar o conteúdo das observações e narrativas sem transformar a interação com as pessoas em entrevista formal.

O registro pode ser realizado logo após as interações, garantindo maior fidelidade às situações observadas.","Ao final deste passo, a equipe dispõe de **instrumentos simples e compartilhados de registro do campo**, permitindo organizar as observações da imersão de forma comparável e útil para a análise posterior do problema público."
436,M024,Codesign Etnográfico,Passo 6,Realizar imersão no contexto real do problema,"**O que é este passo**

Este é o momento central do Codesign Etnográfico. A equipe entra no campo para **acompanhar situações reais do cotidiano**, escutar narrativas e observar como as pessoas lidam com o problema público na prática.

A diferença em relação a entrevistas tradicionais é que a imersão não busca apenas opiniões. O objetivo é compreender **práticas, rotinas, interações e barreiras concretas** que estruturam a experiência das pessoas.

Muitos problemas públicos se tornam visíveis apenas quando observados no contexto onde ocorrem. A forma como uma família descobre um serviço, como um trabalhador de ponta orienta um cidadão ou como uma pessoa tenta resolver uma dificuldade são exemplos de situações que raramente aparecem em registros administrativos.

A imersão permite observar esses processos diretamente.

### O que fazer na prática

A equipe acompanha atividades do cotidiano relacionadas ao problema público definido na etapa de preparação. Isso pode incluir visitas a territórios, acompanhamento de rotinas familiares, observação do funcionamento de serviços ou conversas abertas com pessoas que enfrentam o problema.

Durante essas interações, a equipe busca compreender **como as pessoas tomam decisões, quais caminhos percorrem, onde encontram obstáculos e quem as ajuda nesses momentos**.

A escuta deve ocorrer em linguagem simples e em ambiente que permita às pessoas relatar suas experiências com tranquilidade. Em vez de conduzir perguntas rígidas, a equipe estimula narrativas sobre situações concretas.

As observações e conversas devem ser registradas posteriormente no diário de campo preparado no passo anterior.

Sempre que possível, a equipe também deve observar **interações entre pessoas e instituições**, pois muitas barreiras surgem nesses momentos.

### Exemplo adequado

Em uma investigação sobre acesso a benefícios sociais, a equipe acompanha o caminho percorrido por algumas famílias desde o momento em que descobrem a existência do benefício até a tentativa de solicitar atendimento.

Durante esse acompanhamento, a equipe percebe que muitas famílias dependem de orientação de vizinhos ou de funcionários locais para compreender os procedimentos necessários.

### Exemplo inadequado

A equipe limita a escuta a entrevistas formais em ambiente institucional, sem observar como as pessoas lidam com o problema em seu cotidiano.

Nesse caso, a investigação tende a capturar percepções gerais, mas perde a oportunidade de compreender como o problema se manifesta na prática.

### Nota de atenção

A imersão etnográfica exige postura de aprendizagem. O objetivo não é confirmar hipóteses prévias, mas **descobrir aspectos da realidade que ainda não são conhecidos pela instituição**.

Por isso, a equipe deve manter abertura para observar situações inesperadas e registrar aspectos do cotidiano que inicialmente não pareciam relevantes.","Ao final deste passo, a equipe reúne **registros de situações reais, narrativas e observações do cotidiano** que ajudam a compreender como o problema público se manifesta na prática e quais fatores sociais influenciam essa experiência. Esses registros servirão de base para a identificação de padrões e tensões na etapa seguinte."
437,M024,Codesign Etnográfico,Passo 7,"Identificar padrões, tensões, lacunas e pontos de virada","**O que é este passo**

Após a imersão no campo, a equipe passa a organizar e interpretar o material produzido durante a escuta. O objetivo é transformar observações dispersas em **compreensão estruturada do problema público**.

No Codesign Etnográfico, a análise não procura apenas quantificar opiniões. Ela busca reconhecer **padrões de experiência**, identificar **tensões entre regras institucionais e práticas sociais**, revelar **lacunas de apoio ou informação** e perceber **momentos críticos que alteram trajetórias das pessoas**.

Esses elementos ajudam a compreender como o problema público se organiza no cotidiano. Muitas vezes, o que parece ser um caso isolado revela um padrão recorrente quando observado em diferentes situações.

### O que fazer na prática

A equipe revisita os registros de campo produzidos durante a imersão e procura identificar elementos que se repetem em diferentes situações.

Algumas perguntas ajudam nesse processo de interpretação. Por exemplo: que dificuldades aparecem com frequência nas narrativas das pessoas? Em que momentos as pessoas conseguem superar o problema e o que torna isso possível? Onde surgem conflitos entre o funcionamento institucional e a realidade vivida?

A análise também deve prestar atenção a **pontos de virada**, isto é, momentos em que a trajetória de uma pessoa muda de direção. Pode ser o encontro com um profissional que orienta corretamente, a ajuda de um vizinho ou uma informação recebida em momento decisivo.

Esses momentos ajudam a revelar oportunidades de melhoria institucional.

Sempre que possível, os padrões identificados devem ser organizados de forma clara para facilitar discussão posterior com participantes e com a própria equipe.

### Exemplo adequado

Durante a análise de registros de campo em um estudo sobre acesso a serviços de saúde, a equipe percebe que muitas pessoas chegam ao atendimento sem compreender como funciona o encaminhamento entre unidades.

Esse padrão aparece em diferentes narrativas e ajuda a explicar parte das dificuldades observadas no acesso ao serviço.

### Exemplo inadequado

A equipe seleciona apenas algumas histórias que chamaram mais atenção durante a imersão e constrói conclusões baseadas nessas situações isoladas.

Nesse caso, o processo perde consistência analítica e pode produzir interpretações pouco representativas da realidade observada.

### Nota de atenção

A força do Codesign Etnográfico está na capacidade de revelar **estruturas sociais que organizam a experiência das pessoas**. Por isso, a análise deve buscar relações entre diferentes situações observadas, e não apenas relatos individuais.

Essa leitura estruturada permitirá avançar para a etapa seguinte de validação com participantes.
","Ao final deste passo, a equipe possui **um conjunto inicial de padrões, tensões, lacunas e pontos de virada identificados na experiência das pessoas**, formando uma primeira interpretação estruturada do problema público observado no campo."
438,M024,Codesign Etnográfico,Passo 8,Validar interpretações com quem vive a situação,"**O que é este passo**

Depois de identificar padrões e tensões na experiência observada, a equipe precisa verificar se essa interpretação **faz sentido para as próprias pessoas que vivem o problema**. Esse momento é conhecido como validação interpretativa.

No Codesign Etnográfico, a interpretação não deve permanecer apenas dentro da equipe. Ao compartilhar as leituras preliminares com participantes, a instituição reconhece que a compreensão do problema público também depende da experiência de quem o vive.

Esse passo ajuda a evitar erros de interpretação e fortalece a legitimidade da análise. Muitas vezes, as pessoas confirmam padrões identificados pela equipe, mas também podem acrescentar elementos que não estavam claros na leitura inicial.

### O que fazer na prática

A equipe organiza encontros simples de devolutiva parcial ou conversas estruturadas com algumas das pessoas que participaram da imersão. O objetivo não é apresentar relatório técnico, mas compartilhar de forma clara o que a equipe acredita ter compreendido até aquele momento.

Por exemplo, a equipe pode explicar que percebeu que muitas dificuldades surgem quando as pessoas precisam entender procedimentos ou acessar informações institucionais. Em seguida, pergunta aos participantes se essa leitura corresponde à experiência vivida por eles.

Durante essa conversa, as pessoas podem confirmar a interpretação, corrigir equívocos ou acrescentar novas dimensões ao problema.

Essas contribuições devem ser registradas e incorporadas na leitura final da equipe.

### Exemplo adequado

Após identificar que muitas famílias dependem de orientação informal de conhecidos para acessar serviços sociais, a equipe retorna ao território e apresenta essa interpretação a algumas famílias participantes.

Durante a conversa, as famílias confirmam essa percepção e explicam que muitas vezes a informação correta chega apenas por meio de vizinhos ou profissionais de confiança.

### Exemplo inadequado

A equipe produz uma interpretação do problema baseada apenas em suas próprias leituras dos registros de campo, sem verificar se essa interpretação corresponde à experiência relatada pelas pessoas.

Nesse caso, aumenta o risco de que a análise reflita mais a perspectiva institucional do que a realidade vivida.

### Nota de atenção

A validação interpretativa não significa transferir a análise para participantes. A responsabilidade pela interpretação continua sendo da equipe. No entanto, **a escuta das pessoas ajuda a corrigir distorções e a aprofundar a compreensão do problema público**.

Esse passo também reforça a confiança construída durante a imersão.","Ao final deste passo, a equipe possui **uma interpretação do problema público validada e enriquecida pelas próprias pessoas que vivem a situação**, reduzindo o risco de leitura distorcida e fortalecendo a qualidade da análise produzida."
